CustomerKey,Gender,Name,City,State Code,C_State,Zip Code,C_Country,Continent,Birthday,Age,Age Category
1301565,Male,Daniel Spencer,Los Angeles,CA,California,90017,United States,North America,1980-06-23,37,Adults
1302010,Female,Carrie Turk,Arroyo Grande,CA,California,93420,United States,North America,1945-02-03,72,Senior Citizens
1302333,Male,Raymond Cole,Hartford,CT,Connecticut,6103,United States,North America,1950-09-30,67,Senior Citizens
1302431,Male,Lloyd Wolf,Huntington,WV,West Virginia,25701,United States,North America,1978-01-17,39,Adults
1302636,Male,Emerson Hathaway,Syracuse,NY,New York,13224,United States,North America,1977-09-03,40,Adults
1302679,Female,Genevieve Gibson,Olney,IL,Illinois,62450,United States,North America,1958-06-22,59,Adults
1302706,Female,Krysta Cramer,Athens,TX,Texas,75751,United States,North America,1972-03-22,45,Adults
1302817,Male,Dale Fowler,Shelby,NC,North Carolina,28150,United States,North America,1936-03-15,81,Senior Citizens
1302853,Male,Mark Bonnett,Minneapolis,MN,Minnesota,55401,United States,North America,1955-04-21,62,Senior Citizens
1302998,Female,Jean Williams,Tremont,PA,Pennsylvania,17981,United States,North America,1939-10-03,78,Senior Citizens
1303284,Female,Marylyn Chavez,Salt Lake City,UT,Utah,84104,United States,North America,1948-09-27,69,Senior Citizens
1303346,Male,Bret Pruitt,Miami,FL,Florida,33128,United States,North America,1937-02-19,80,Senior Citizens
1303360,Female,Betty Johnson,Orlando,FL,Florida,32810,United States,North America,1980-07-21,37,Adults
1303448,Female,Laura Welch,North Little Rock,AR,Arkansas,72114,United States,North America,1986-04-23,31,Adults
1303513,Female,Shannon Stelzer,City Of Commerce,CA,California,90040,United States,North America,1982-09-08,35,Adults
1303868,Male,Michael Marble,Farmland,IN,Indiana,47340,United States,North America,1971-09-10,46,Adults
1303880,Female,Margaret Juarez,Kansas City,KS,Kansas,64110,United States,North America,1937-07-06,80,Senior Citizens
1303887,Male,Keith Wallis,Atlanta,GA,Georgia,30303,United States,North America,1981-12-08,36,Adults
1304026,Female,Carolyn Gunter,San Antonio,TX,Texas,78258,United States,North America,1971-07-31,46,Adults
1304093,Male,Richard Bish,Los Angeles,CA,California,90071,United States,North America,1943-09-15,74,Senior Citizens
1304148,Male,Russell Sanmiguel,New York,NY,New York,10007,United States,North America,1935-10-16,82,Senior Citizens
1304549,Male,Gene Ogle,Horatio,AR,Arkansas,71842,United States,North America,1972-05-19,45,Adults
1304950,Female,Charlotte Harnish,Topeka,KS,Kansas,66606,United States,North America,1950-02-11,67,Senior Citizens
1305082,Male,David West,Springfield,MO,Missouri,65804,United States,North America,1946-12-21,71,Senior Citizens
1305098,Female,Audrey Lynch,Wendover,UT,Utah,84083,United States,North America,1979-03-23,38,Adults
1305152,Male,Jamel Allen,Sacramento,CA,California,95815,United States,North America,1963-10-11,54,Adults
1305187,Male,Dorian Boggs,Montezuma Creek,UT,Utah,84534,United States,North America,1937-06-07,80,Senior Citizens
1305530,Male,Ken Bullock,Elmsford,NY,New York,10523,United States,North America,1954-10-16,63,Senior Citizens
1305544,Male,Drew Pirtle,Wedgwood,TX,Texas,76133,United States,North America,1961-10-14,56,Adults
1305559,Male,Fred Mackin,San Francisco,CA,California,94104,United States,North America,1990-12-09,27,Youth
1305648,Male,Albert Brock,Bakersfield,CA,California,93308,United States,North America,1999-12-22,18,Youth
1306013,Male,Don Young,Wheeling,WV,West Virginia,26003,United States,North America,1990-04-21,27,Youth
1306101,Male,Joshua Santiago,Lynnwood,WA,Washington,98036,United States,North America,1991-03-07,26,Youth
1306301,Male,Scott Slowik,Memphis,TN,Tennessee,38115,United States,North America,1938-08-23,79,Senior Citizens
1306371,Male,Justin McElroy,New Braunfels,TX,Texas,78130,United States,North America,1983-04-23,34,Adults
1306378,Female,Emily Snyder,Sedona,AZ,Arizona,86336,United States,North America,1974-08-28,43,Adults
1306536,Male,John Rana,Tomball,TX,Texas,77337,United States,North America,1949-01-16,68,Senior Citizens
1306550,Female,Maryann Gaines,Los Angeles,CA,California,90017,United States,North America,1977-08-23,40,Adults
1306559,Male,Jon Johnson,Houston,TX,Texas,77006,United States,North America,2000-02-12,17,Minors
1306594,Male,Scott Barone,Charlottesville,VA,Virginia,22903,United States,North America,1983-11-02,34,Adults
1306739,Female,Mildred Hwang,West Palm Beach,FL,Florida,33410,United States,North America,1972-11-21,45,Adults
1306768,Male,Steven Ma,Oakland,CA,California,94612,United States,North America,1995-04-21,22,Youth
1306783,Male,Gary Shaw,Caruthers,CA,California,93609,United States,North America,1941-04-11,76,Senior Citizens
1306792,Male,Charlie Beckman,Reno,NV,Nevada,89509,United States,North America,1961-11-06,56,Adults
1306881,Male,Charles Lawson,Lexington,MA,Massachusetts,2421,United States,North America,1979-03-12,38,Adults
1307023,Female,Debbie Nishida,Lafayette,LA,Louisiana,70503,United States,North America,1977-04-19,40,Adults
1307135,Female,Myrtle Wilson,Apple Springs,TX,Texas,75926,United States,North America,1980-02-05,37,Adults
1307296,Male,John Bradford,Owensboro,KY,Kentucky,42301,United States,North America,1952-08-10,65,Senior Citizens
1307508,Female,Ana Winter,Jackson,TN,Tennessee,38301,United States,North America,1945-07-20,72,Senior Citizens
1307638,Male,Lawrence Cole,Seattle,WA,Washington,98109,United States,North America,1971-06-20,46,Adults
1307704,Male,Jeffrey Fries,San Bernardino,CA,California,92410,United States,North America,1989-07-14,28,Youth
1307834,Female,Rita Mulligan,Ocala,FL,Florida,34474,United States,North America,1943-03-31,74,Senior Citizens
1307997,Female,Dusti Sellers,Worthington,OH,Ohio,43085,United States,North America,1950-03-28,67,Senior Citizens
1308091,Male,Carl Welsh,Cary,NC,North Carolina,27513,United States,North America,1991-07-12,26,Youth
1308399,Male,Joseph Stewart,Washington,MD,Maryland,20005,United States,North America,1996-07-11,21,Youth
1308604,Male,Angelo Mansour,Rolling Meadows,IL,Illinois,60008,United States,North America,1941-07-29,76,Senior Citizens
1308706,Female,Christina Dougherty,Manchester,NH,New Hampshire,3103,United States,North America,1959-08-13,58,Adults
1308901,Male,Ray Taylor,Monroe,LA,Louisiana,71201,United States,North America,1970-11-10,47,Adults
1308993,Male,Henry Washburn,Atlanta,GA,Georgia,30318,United States,North America,1937-04-04,80,Senior Citizens
1309027,Male,Juan Salinas,Pensacola,FL,Florida,32501,United States,North America,1993-08-20,24,Youth
1309220,Female,Zelma Chapman,Palos Park,IL,Illinois,60464,United States,North America,1946-02-04,71,Senior Citizens
1309256,Female,Cassandra Troy,Dayton,OH,Ohio,45459,United States,North America,1966-11-01,51,Adults
1309493,Female,Gloria Mills,Springfield,MO,Missouri,65804,United States,North America,1971-12-20,46,Adults
1309518,Male,Berry Dixon,Fort Scott,KS,Kansas,66701,United States,North America,2001-02-05,16,Minors
1309522,Female,Jean Gabrielson,Boca Raton,FL,Florida,33487,United States,North America,1938-04-16,79,Senior Citizens
1309524,Male,Vincent Murphy,Omaha,NE,Nebraska,68102,United States,North America,1952-02-04,65,Senior Citizens
1310047,Female,Helen Nguyen,Norwalk,CT,Connecticut,6854,United States,North America,1987-03-12,30,Youth
1310150,Female,Gail Lanclos,New Brunswick,NJ,New Jersey,8901,United States,North America,1992-05-01,25,Youth
1310201,Male,James Holbrook,Asheville,NC,North Carolina,28801,United States,North America,1965-09-22,52,Adults
1310403,Male,Derrick Burleson,Pascagoula,MS,Mississippi,39567,United States,North America,1938-01-21,79,Senior Citizens
1310468,Female,Nadia White,Roswell,GA,Georgia,30075,United States,North America,1945-04-02,72,Senior Citizens
1310474,Male,Stephen Goss,Miami,FL,Florida,33176,United States,North America,1961-08-24,56,Adults
1310493,Male,Ralph Sperry,Garden City,NY,New York,11530,United States,North America,1951-05-18,66,Senior Citizens
1310699,Female,Mary Banta,Wichita,KS,Kansas,67202,United States,North America,1990-05-13,27,Youth
1310806,Male,Eddie Bermudez,Milwaukee,WI,Wisconsin,53202,United States,North America,1952-08-18,65,Senior Citizens
1311008,Male,Scott Brenton,Saginaw,MI,Michigan,48607,United States,North America,1987-07-13,30,Youth
1311030,Male,George Hale,Temple,TX,Texas,76501,United States,North America,1972-05-14,45,Adults
1311207,Male,Michael Thompson,White Plains,NY,New York,10601,United States,North America,1968-11-26,49,Adults
1311674,Female,Margaret Wilson,Jacksonville,FL,Florida,32207,United States,North America,1997-03-27,20,Youth
1311675,Female,Toni Cooper,Austin,TX,Texas,78741,United States,North America,1962-12-29,55,Adults
1311681,Female,Angela Perez,Daytona Beach,FL,Florida,32114,United States,North America,1949-03-30,68,Senior Citizens
1311776,Male,Timothy Chavez,Orlando,FL,Florida,32805,United States,North America,1975-07-06,42,Adults
1312078,Male,Joseph Garner,Anaheim,CA,California,92805,United States,North America,1950-02-17,67,Senior Citizens
1312168,Male,Henry Cox,Champaign,IL,Illinois,61820,United States,North America,1963-10-19,54,Adults
1312497,Male,Nicholas Hartman,Chicago,IL,Illinois,60653,United States,North America,1951-02-23,66,Senior Citizens
1312510,Male,Robert Petties,Mccurtain,OK,Oklahoma,74944,United States,North America,1984-03-01,33,Adults
1312610,Female,Tracey Daily,Aurora,CO,Colorado,80014,United States,North America,1957-05-19,60,Adults
1312920,Female,Carol King,Alexandria,DC,Washington DC,22306,United States,North America,1961-02-16,56,Adults
1313113,Female,Mercedes Leon,Ocean Drive Beach,SC,South Carolina,29582,United States,North America,1963-12-25,54,Adults
1313198,Female,Margie Farrell,Minneapolis,MN,Minnesota,55401,United States,North America,1981-10-04,36,Adults
1313253,Female,Brittany Clark,Tampa,FL,Florida,33610,United States,North America,1980-06-06,37,Adults
1313316,Female,Marie Moore,Northbrook,IL,Illinois,60062,United States,North America,1959-07-31,58,Adults
1313504,Female,Deborah Vega,Houston,TX,Texas,77032,United States,North America,1983-04-24,34,Adults
1313665,Female,Jean Scott,Southfield,MI,Michigan,48075,United States,North America,1948-02-08,69,Senior Citizens
1313754,Female,Krista Cottrell,Binghamton,NY,New York,13901,United States,North America,1963-01-31,54,Adults
1313973,Female,Juanita Deal,Tallahassee,FL,Florida,32301,United States,North America,1936-12-28,81,Senior Citizens
1313974,Male,Graham Cook,Akron,OH,Ohio,44311,United States,North America,1958-11-17,59,Adults
1314053,Male,Roger Copland,Fort Worth,TX,Texas,76104,United States,North America,1939-04-29,78,Senior Citizens
1314263,Male,Donnie Miller,Tempe,AZ,Arizona,85282,United States,North America,1949-05-05,68,Senior Citizens
1314363,Female,Rose Wilson,Portsmouth,NH,New Hampshire,3801,United States,North America,1976-01-03,41,Adults
1314582,Female,Leatrice Murphy,San Diego,CA,California,92111,United States,North America,1995-08-11,22,Youth
1314795,Female,Aurora Poole,Omaha,NE,Nebraska,68104,United States,North America,1958-08-25,59,Adults
1314813,Male,Richard Stiltner,Montgomery,PA,Pennsylvania,17752,United States,North America,1955-06-18,62,Senior Citizens
1314859,Female,Roma Dever,Natick,MA,Massachusetts,1760,United States,North America,1988-05-25,29,Youth
1314888,Male,Joshua Buckner,Folly Beach,SC,South Carolina,29439,United States,North America,1962-01-08,55,Adults
1314915,Male,James Roberts,Okemos,MI,Michigan,48864,United States,North America,1990-07-28,27,Youth
1314990,Female,Geneva Smith,Independence,OH,Ohio,44131,United States,North America,1961-12-19,56,Adults
1315137,Male,Christopher Coleman,Peoria,IL,Illinois,61602,United States,North America,1938-11-01,79,Senior Citizens
1315177,Male,Robert Vickery,Worcester,MA,Massachusetts,1610,United States,North America,1937-05-03,80,Senior Citizens
1315208,Male,Bryan Wickham,Austin,TX,Texas,78701,United States,North America,1943-11-30,74,Senior Citizens
1315230,Male,Dominic Smith,Logan,OK,Oklahoma,73849,United States,North America,1962-10-21,55,Adults
1315379,Male,Daniel Jones,Stonington,CT,Connecticut,6378,United States,North America,1940-10-26,77,Senior Citizens
1315506,Male,Mickey Corral,Lawrence,KS,Kansas,66044,United States,North America,1937-07-29,80,Senior Citizens
1315611,Female,Willie Innocent,Delta,AL,Alabama,36258,United States,North America,1964-02-26,53,Adults
1315621,Female,Hazel Graves,Petrolia,PA,Pennsylvania,16050,United States,North America,1992-07-01,25,Youth
1315867,Male,Leonardo Hall,Salmon,ID,Idaho,83467,United States,North America,1974-06-14,43,Adults
1315898,Male,Ivan Connelly,Saint Louis,MO,Missouri,63101,United States,North America,2001-10-06,16,Minors
1316237,Male,Mark Creamer,Clinton,NC,North Carolina,28328,United States,North America,1946-06-24,71,Senior Citizens
1316290,Female,Jennifer Arp,Baton Rouge,LA,Louisiana,70802,United States,North America,1960-10-25,57,Adults
1316297,Male,Timothy Santillo,Milwaukee,WI,Wisconsin,53202,United States,North America,1978-07-24,39,Adults
1316505,Female,Mary Ferguson,Huntington Park,CA,California,90255,United States,North America,1935-02-03,82,Senior Citizens
1316509,Female,Kristin Mattie,Dayton,OH,Ohio,45407,United States,North America,1953-01-12,64,Senior Citizens
1316604,Male,Kevin Williams,Plant City,FL,Florida,33566,United States,North America,1962-08-30,55,Adults
1316622,Male,Brain Allen,Los Angeles,CA,California,90071,United States,North America,1978-03-09,39,Adults
1316702,Male,Joshua Johnson,Kansas City,MO,Missouri,64106,United States,North America,1953-09-13,64,Senior Citizens
1316816,Female,Janine Smith,Richton,MS,Mississippi,39476,United States,North America,1941-06-19,76,Senior Citizens
1317031,Female,Alice Reyes,Bedford,MA,Massachusetts,1730,United States,North America,1995-06-10,22,Youth
1317157,Female,Jessica Fuller,Burr Ridge,IL,Illinois,60527,United States,North America,1980-05-25,37,Adults
1317281,Male,Charles Isaac,Concord,CA,California,94520,United States,North America,1936-01-03,81,Senior Citizens
1317634,Female,Rose Kennedy,Woodstock,VT,Vermont,5091,United States,North America,1971-02-01,46,Adults
1317733,Female,Kathy Adams,Albion,PA,Pennsylvania,16401,United States,North America,1980-02-19,37,Adults
1318168,Female,Anne Hinman,Philadelphia,PA,Pennsylvania,19108,United States,North America,2001-05-15,16,Minors
1318218,Male,Paul Schmidt,Perley,MN,Minnesota,56574,United States,North America,1978-08-24,39,Adults
1318330,Male,Michael Colson,Savannah,GA,Georgia,31406,United States,North America,1961-10-05,56,Adults
1318393,Female,Donna Matthews,Knoxville,TN,Tennessee,37921,United States,North America,1979-03-23,38,Adults
1318608,Male,Robert Rashid,Table Mesa,CO,Colorado,80303,United States,North America,1935-05-11,82,Senior Citizens
1318625,Female,Marcy Martinez,Marshall,MO,Missouri,65340,United States,North America,1981-04-29,36,Adults
1318772,Male,Jerome Connell,Los Angeles,CA,California,90017,United States,North America,1982-04-13,35,Adults
1318857,Male,Bryant Jenkins,Clarksburg,WV,West Virginia,26301,United States,North America,1944-12-21,73,Senior Citizens
1319072,Female,Sarah Lewis,Seattle,WA,Washington,98109,United States,North America,1975-03-18,42,Adults
1319231,Female,Julie Wilson,Flushing,NY,New York,11354,United States,North America,1944-04-10,73,Senior Citizens
1319327,Male,Kenneth Kurth,Modesto,CA,California,95354,United States,North America,1972-09-06,45,Adults
1319610,Female,Paula Sanchez,Columbia,MD,Maryland,21044,United States,North America,1958-12-14,59,Adults
1319657,Male,Rodney Lee,Richmond,VA,Virginia,23223,United States,North America,1949-02-27,68,Senior Citizens
1319752,Male,Willie Holley,Cambridge,MA,Massachusetts,2142,United States,North America,1936-01-24,81,Senior Citizens
1319794,Female,Lena Richardson,Minneapolis,MN,Minnesota,55415,United States,North America,1997-07-22,20,Youth
1320115,Female,Vennie Kahler,Boston,MA,Massachusetts,2114,United States,North America,1942-08-23,75,Senior Citizens
1320638,Male,Eugene Degeorge,Fort Lewis,VA,Virginia,24153,United States,North America,1949-02-26,68,Senior Citizens
1320648,Male,Timothy Eaker,Little Rock,OK,Oklahoma,72201,United States,North America,1983-05-15,34,Adults
1320732,Female,Denise Herman,Buffalo Grove,IL,Illinois,60089,United States,North America,1935-06-30,82,Senior Citizens
1320757,Female,Anita Anderson,Miami,FL,Florida,33142,United States,North America,1961-11-02,56,Adults
1320851,Male,Wilfred Millar,Salt Lake City,UT,Utah,84106,United States,North America,1939-02-05,78,Senior Citizens
1321345,Female,Tricia Noble,Manchester,CT,Connecticut,6040,United States,North America,1971-09-11,46,Adults
1321513,Female,Carol Woodham,Houston,TX,Texas,77002,United States,North America,1991-12-04,26,Youth
1321532,Male,Clarence Askew,Eugene,OR,Oregon,97401,United States,North America,1936-04-29,81,Senior Citizens
1321913,Male,Donald Higdon,Southfield,MI,Michigan,48075,United States,North America,1994-09-12,23,Youth
1322029,Female,Dianne Campbell,Springfield,MA,Massachusetts,1103,United States,North America,2001-03-30,16,Minors
1322032,Male,Anthony Turney,Concord,NC,North Carolina,28025,United States,North America,1985-07-05,32,Adults
1322224,Female,Martha Solares,New Orleans,LA,Louisiana,70117,United States,North America,1985-07-07,32,Adults
1322330,Female,Maya Gomez,Los Angeles,CA,California,90017,United States,North America,1983-02-18,34,Adults
1322428,Male,Douglas Meisel,Moanalua,HI,Hawaii,96819,United States,North America,1955-11-23,62,Senior Citizens
1322537,Female,Emma McMurray,West Palm Beach,FL,Florida,33401,United States,North America,1965-04-14,52,Adults
1322538,Female,Hayley Jackson,Seattle,WA,Washington,98109,United States,North America,1984-01-20,33,Adults
1322851,Male,Charlie Acuna,Akron,OH,Ohio,44307,United States,North America,1938-01-27,79,Senior Citizens
1322927,Female,Tamika Vanwinkle,Minooka,IL,Illinois,60447,United States,North America,1941-12-30,76,Senior Citizens
1322959,Male,Eric Williams,Big Piney,WY,Wyoming,83113,United States,North America,1959-11-05,58,Adults
1323098,Male,Alvin Caldwell,Pawtucket,RI,Rhode Island,2860,United States,North America,1998-01-12,19,Youth
1323223,Male,Terrance Blair,Columbia,SC,South Carolina,29201,United States,North America,1942-04-10,75,Senior Citizens
1323338,Male,Brandon Bowman,Akron,IA,Iowa,51001,United States,North America,1946-10-12,71,Senior Citizens
1323445,Male,Thomas Yim,Fort Worth,TX,Texas,76107,United States,North America,1989-03-06,28,Youth
1323545,Male,Ryan Stone,Marlboro,NY,New York,12542,United States,North America,1956-10-14,61,Senior Citizens
1323737,Male,Mike Ybarra,Jacksonville,IL,Illinois,62650,United States,North America,1959-07-10,58,Adults
1323882,Male,George Tarwater,Trenton,KY,Kentucky,42286,United States,North America,1941-08-02,76,Senior Citizens
1323897,Male,Steven Gomez,Indianapolis,IN,Indiana,46254,United States,North America,1943-10-29,74,Senior Citizens
1323956,Male,Ruben White,Honolulu,HI,Hawaii,96818,United States,North America,1989-06-10,28,Youth
1324146,Male,Jean Vega,Sanford,TX,Texas,79036,United States,North America,1961-04-04,56,Adults
1324262,Male,Guy Brown,Rochelle Park,NJ,New Jersey,7662,United States,North America,1940-07-01,77,Senior Citizens
1324451,Female,Josephine Shabazz,Miami Springs,FL,Florida,33166,United States,North America,1978-07-17,39,Adults
1324581,Female,Cathleen Amendola,Seymour,IN,Indiana,47274,United States,North America,1988-11-25,29,Youth
1324602,Male,Kenneth Gunter,Norcross,GA,Georgia,30071,United States,North America,1957-03-14,60,Adults
1324742,Female,Gina Dorman,Atlanta,GA,Georgia,30303,United States,North America,1935-04-10,82,Senior Citizens
1324842,Female,Hannah Peterson,Philadelphia,PA,Pennsylvania,19140,United States,North America,1951-02-03,66,Senior Citizens
1324963,Male,Joseph McDonald,Emporia,VA,Virginia,23847,United States,North America,1972-12-20,45,Adults
1325088,Male,Richard Smith,Stark City,MO,Missouri,64866,United States,North America,1960-04-03,57,Adults
1325310,Male,Matthew West,Tukwila,WA,Washington,98168,United States,North America,1936-04-08,81,Senior Citizens
1325567,Male,Jack Fortune,Springfield,VT,Vermont,1115,United States,North America,1991-10-22,26,Youth
1325683,Female,Kelly Willis,Edinburg,VA,Virginia,22824,United States,North America,1953-08-30,64,Senior Citizens
1325805,Female,Mona Zamora,Edgerton,WI,Wisconsin,53534,United States,North America,1964-02-25,53,Adults
1325989,Male,Larry Fong,Austin,TX,Texas,78701,United States,North America,1983-08-09,34,Adults
1326042,Male,Dexter Ledford,Mercerville,NJ,New Jersey,8619,United States,North America,1968-12-31,49,Adults
1326094,Male,Charles Sullivan,Fruitland,UT,Utah,84027,United States,North America,1960-06-24,57,Adults
1326141,Male,Douglas Laubach,San Antonio,TX,Texas,78238,United States,North America,1968-06-07,49,Adults
1326562,Female,Katherine McCafferty,Fort Worth,TX,Texas,76102,United States,North America,1949-06-12,68,Senior Citizens
1326610,Female,Marguerite Jenkins,Atlanta,GA,Georgia,30303,United States,North America,1996-07-26,21,Youth
1326966,Female,Carol Pringle,Santa Clara,CA,California,95050,United States,North America,1955-06-03,62,Senior Citizens
1327071,Female,Helen Brandt,East Lansing,MI,Michigan,48823,United States,North America,1991-02-11,26,Youth
1327171,Female,Chanel Deforest,Hollywood,FL,Florida,33020,United States,North America,1991-07-24,26,Youth
1327175,Male,Leon Cooper,Washington,MD,Maryland,20005,United States,North America,1960-10-09,57,Adults
1327195,Female,Sandra Taylor,Columbus,MT,Montana,59019,United States,North America,1987-05-09,30,Youth
1327386,Male,Adrian Greene,Wenatchee,WA,Washington,98801,United States,North America,1967-08-05,50,Adults
1327623,Female,Terry Little,Wooster,OH,Ohio,44691,United States,North America,1956-08-09,61,Senior Citizens
1327766,Male,Jimmy Macgregor,San Antonio,TX,Texas,78233,United States,North America,1951-11-22,66,Senior Citizens
1327821,Female,Danielle Elder,Westland,MI,Michigan,48185,United States,North America,1944-11-26,73,Senior Citizens
1328055,Male,Robert Smith,Lake Geneva,WI,Wisconsin,53147,United States,North America,1994-11-01,23,Youth
1328229,Male,Anthony Santos,New York,NY,New York,10016,United States,North America,1987-07-31,30,Youth
1328273,Female,Blanche Sanchez,Porter,OK,Oklahoma,74454,United States,North America,1961-01-07,56,Adults
1328345,Female,Julia Mathis,Santa Clara,CA,California,95050,United States,North America,1994-08-03,23,Youth
1328539,Female,Glenda Carey,Mugu,CA,California,93033,United States,North America,1990-12-20,27,Youth
1328691,Female,Audrey Gonzalez,Bowling Green,KY,Kentucky,42103,United States,North America,1995-08-26,22,Youth
1328708,Male,Robert Best,La Porte,TX,Texas,77571,United States,North America,1976-06-25,41,Adults
1328884,Male,David Clark,Houston,TX,Texas,77087,United States,North America,1974-08-01,43,Adults
1329283,Female,Sherry Estes,Cambridge,MA,Massachusetts,2141,United States,North America,1959-03-18,58,Adults
1329591,Male,Brian Alexander,Hallett,OK,Oklahoma,74034,United States,North America,1961-12-14,56,Adults
1329668,Male,Jonathan Henderson,Atlanta,GA,Georgia,30303,United States,North America,1987-06-21,30,Youth
1329709,Female,Patricia Dolphin,Dayton,OH,Ohio,45402,United States,North America,1976-10-29,41,Adults
1329796,Female,Sheila Johnson,San Antonio,TX,Texas,78221,United States,North America,1977-08-16,40,Adults
1329996,Male,Robert Jorgenson,Pleasant Hill,IL,Illinois,62366,United States,North America,1997-02-02,20,Youth
1330039,Female,Jenny Castillo,Spider Lake,WI,Wisconsin,54843,United States,North America,1990-10-19,27,Youth
1330142,Female,Nancy Graves,Bloomfield Township,MI,Michigan,48302,United States,North America,1938-05-13,79,Senior Citizens
1330188,Male,Alex Roman,North Miami,FL,Florida,33161,United States,North America,1992-02-01,25,Youth
1330234,Male,John Villanueva,San Diego,CA,California,92103,United States,North America,1974-10-16,43,Adults
1330484,Female,Jeri Easterday,Cambridge,MA,Massachusetts,2141,United States,North America,1989-11-15,28,Youth
1330560,Male,Lionel Mackey,Reno,NV,Nevada,89509,United States,North America,1986-02-21,31,Adults
1330793,Female,Amy Horn,Boston,MA,Massachusetts,2107,United States,North America,1983-09-21,34,Adults
1331346,Female,Suzann Turner,Fort Worth,TX,Texas,76102,United States,North America,2000-09-08,17,Minors
1331394,Female,Irene Dean,Parsons,OK,Oklahoma,67357,United States,North America,1956-04-18,61,Senior Citizens
1331532,Female,Lettie Granados,Saint Peter,MN,Minnesota,56082,United States,North America,1971-09-23,46,Adults
1331616,Male,Clifford Wilson,Newhall,CA,California,91321,United States,North America,1993-06-06,24,Youth
1332152,Female,Maria Mercado,Sparland,IL,Illinois,61565,United States,North America,1951-03-19,66,Senior Citizens
1332731,Male,Joe Robison,Vanderbilt,MI,Michigan,49795,United States,North America,1943-03-01,74,Senior Citizens
1332943,Female,Ruthanne Hansen,Tacoma,WA,Washington,98491,United States,North America,1956-09-11,61,Senior Citizens
1332991,Female,Zoe Wright,Penns Neck,NJ,New Jersey,8540,United States,North America,1955-01-01,62,Senior Citizens
1333348,Male,Gene Johnston,Tampa,FL,Florida,33614,United States,North America,1956-10-08,61,Senior Citizens
1333364,Female,Lisa Carter,Harrisburg,PA,Pennsylvania,17111,United States,North America,1981-09-09,36,Adults
1333425,Female,Deborah Kent,Martinsville,VA,Virginia,24112,United States,North America,1946-08-31,71,Senior Citizens
1333477,Female,Peggy Watkins,Philadelphia,DE,Delaware,19103,United States,North America,1991-04-10,26,Youth
1333939,Male,Henry Demello,Bishopville,SC,South Carolina,29010,United States,North America,1940-08-31,77,Senior Citizens
1333943,Male,Joel Loftus,Utica,NY,New York,13502,United States,North America,1998-10-24,19,Youth
1334044,Female,Darlene Gorham,Ocala,FL,Florida,34471,United States,North America,1980-07-22,37,Adults
1334070,Female,Pamela Jensen,Los Angeles,CA,California,90013,United States,North America,1935-11-27,82,Senior Citizens
1334271,Female,Patricia Ortiz,Downers Grove,IL,Illinois,60515,United States,North America,1954-10-21,63,Senior Citizens
1334369,Male,Michael Smith,Stockton,CA,California,95202,United States,North America,2001-06-12,16,Minors
1334387,Male,Kyle Valentine,Chappaqua,NY,New York,10514,United States,North America,1941-04-04,76,Senior Citizens
1334562,Male,Robert Cruz,Marshalltown,IA,Iowa,50158,United States,North America,1999-12-13,18,Youth
1334841,Female,Emma Wyatt,Peoria,IL,Illinois,61602,United States,North America,1988-04-11,29,Youth
1334931,Male,Scott Riley,Oklahoma City,OK,Oklahoma,73135,United States,North America,1968-03-21,49,Adults
1335146,Male,John Banks,Portland,OR,Oregon,97205,United States,North America,1949-05-18,68,Senior Citizens
1335158,Female,Margaret Jones,Port Charlotte,FL,Florida,33954,United States,North America,1977-06-27,40,Adults
1335162,Female,Lisa Fairley,Sugar Land,TX,Texas,77478,United States,North America,1977-06-19,40,Adults
1335336,Female,Barbara Milam,Sacramento,CA,California,95814,United States,North America,1992-06-04,25,Youth
1335399,Female,Irma Anderson,Cleveland,OH,Ohio,44115,United States,North America,1998-04-30,19,Youth
1335555,Female,Bernita Dowler,Livonia,MI,Michigan,48150,United States,North America,1937-11-17,80,Senior Citizens
1335615,Male,Luis Moore,Culver City,CA,California,90232,United States,North America,1996-12-04,21,Youth
1335682,Male,Sean Adkins,Atlanta,GA,Georgia,30331,United States,North America,1938-10-15,79,Senior Citizens
1335815,Female,Willa Holguin,Mc Lean,MD,Maryland,22102,United States,North America,1956-12-01,61,Senior Citizens
1335875,Male,William Reed,Silver Creek,NY,New York,14136,United States,North America,1999-08-02,18,Youth
1336461,Male,John Jones,Newalla,OK,Oklahoma,74857,United States,North America,1972-04-24,45,Adults
1336484,Male,Derek Cram,Hoffman Estates,IL,Illinois,60192,United States,North America,1970-07-03,47,Adults
1336555,Male,Daryl Steely,Minneapolis,MN,Minnesota,55402,United States,North America,1940-05-10,77,Senior Citizens
1336561,Female,Judith Rouse,Norfolk,VA,Virginia,23513,United States,North America,1958-02-16,59,Adults
1336583,Female,Eileen Powell,Grand Isle,LA,Louisiana,70358,United States,North America,1975-09-18,42,Adults
1337241,Female,Christina Asaro,Morrisville,NC,North Carolina,27560,United States,North America,1940-11-29,77,Senior Citizens
1337299,Male,Steven Smith,Bryan,OH,Ohio,43506,United States,North America,1953-10-22,64,Senior Citizens
1337464,Female,Kathryn Curtis,Red Bank,NJ,New Jersey,7701,United States,North America,1963-10-10,54,Adults
1337730,Female,Laura Henry,Denver,CO,Colorado,80203,United States,North America,1968-02-27,49,Adults
1337807,Female,Antonina Horvath,Jacksonville,FL,Florida,32202,United States,North America,1979-08-11,38,Adults
